Date,Year,Month,Circle,Monument,Domestic_Visitors,Foreign_Visitors
2011-01-01,2011,January,Bhopal,Roopmati's Pavilion,24351,116
2011-01-01,2011,January,Bhopal,"Buddhist Monuments, Sanchi",15645,248
2011-01-01,2011,January,Bhopal,Gwalior Fort,16280,492
2011-01-01,2011,January,Bhopal,"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",2278,0
2011-01-01,2011,January,Bhopal,"Badal Mahal Gatwway, Chanderi",987,6
2011-01-01,2011,January,Bhopal,Caves 1 t0 20 Udaygiri Vidisha,3922,54
2011-01-01,2011,January,Bhopal,Bir Singh Palace Datia,1636,51
2011-01-01,2011,January,Jabalpur,"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",1421,1
2011-01-01,2011,January,Jabalpur,"Western Group of Temples, Khajuraho",16679,2841
2011-01-01,2011,January,Jabalpur,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",3630,2
2011-01-01,2011,January,Dharwad,Durga temple complex Aihole,11150,229
2011-01-01,2011,January,Dharwad,"Jaina & Vaishnava Cave, Badami",26428,480
2011-01-01,2011,January,Dharwad,Group of Monuments (WH) Pattadakal,14554,239
2011-01-01,2011,January,Dharwad,"Gol Gumbaz, Vijayapura",58776,121
2011-01-01,2011,January,Dharwad,"Ibrahim Rauza, Bijapur",9909,82
2011-01-01,2011,January,Dharwad,"Temples & Sculpture Shed, lakkumdi",873,6
2011-01-01,2011,January,Hampi,"Group of Monuments, Hampi",39653,1823
2011-01-01,2011,January,Hampi,Bellary Fort,2070,4
2011-01-01,2011,January,Banglore,Dariya Daulath Bagh,43375,940
2011-01-01,2011,January,Banglore,Keshava Temple,11891,576
2011-01-01,2011,January,Banglore,Palace of Tipu Sultan,14407,600
2011-01-01,2011,January,Banglore,Fortress and Temple Chitrudurga Fort,21924,70
2011-01-01,2011,January,Raiganj,Cooch Bihar Palace,26853,2
2011-01-01,2011,January,Raiganj,Hazarduari Palace,46537,118
2011-01-01,2011,January,Kolkata,Bishnupur Temples,10024,32
2011-01-01,2011,January,Kolkata,Metcelf-Hall,41,1
2011-01-01,2011,January,Rajkot,"Asokan Rock Edict, Jungadh",343,9
2011-01-01,2011,January,Rajkot,"Buddhish Caves, Junagadh",1058,44
2011-01-01,2011,January,Rajkot,"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",402,9
2011-01-01,2011,January,Vadodara,"Champaner Monuments, Pavagadh",3336,109
2011-01-01,2011,January,Vadodara,"Sun temple, Modhera",11681,209
2011-01-01,2011,January,Vadodara,"Rani Ki-Vav, Patan",18546,209
2011-01-01,2011,January,Vadodara,"Rudabai Step Well, Adalaj",28431,579
2011-01-01,2011,January,Bhubaneswar,"Sun Temple, Konark",137894,365
2011-01-01,2011,January,Bhubaneswar,Ancient Remains on both Udaigiri & Khandagiri Hills,19166,153
2011-01-01,2011,January,Bhubaneswar,Rajarani Temple,1023,30
2011-01-01,2011,January,Bhubaneswar,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,2126,35
2011-01-01,2011,January,Bhubaneswar,Ruins of Buddhist Temples and Images lalitgiri,3109,27
2011-01-01,2011,January,Aurangabad,Ajanta Caves,18468,1074
2011-01-01,2011,January,Aurangabad,Ellora Caves,73488,1250
2011-01-01,2011,January,Aurangabad,Tomb of Rabia Durani (Bibi ka Maqbara),64643,554
2011-01-01,2011,January,Aurangabad,Daulatabad Fort,29243,324
2011-01-01,2011,January,Aurangabad,Pandulena Caves,13702,76
2011-01-01,2011,January,Aurangabad,Aurangabad Caves,12661,187
2011-01-01,2011,January,Mumbai,Elephanta Caves,41144,2269
2011-01-01,2011,January,Mumbai,Buddhist Caves Kanheri,22172,668
2011-01-01,2011,January,Mumbai,Shaniwarwada,63585,479
2011-01-01,2011,January,Mumbai,Aga  Khan Palace Building,16163,680
2011-01-01,2011,January,Mumbai,"Cave, Temple and Inscriptions, Junaar, Lenyadri",21470,6
2011-01-01,2011,January,Mumbai,"Caves, Temples and inscriptions Karla",15306,144
2011-01-01,2011,January,Mumbai,"Cave Temple & Inscriptions, Bhaja",5369,125
2011-01-01,2011,January,Mumbai,Raigad Fort,13572,5
2011-01-01,2011,January,Mumbai,"Kolaba Fort, Alibag",6604,6
2011-01-01,2011,January,Mumbai,"Old Fort, Sholapur",3555,2
2011-01-01,2011,January,Mumbai,"Janjira Fort, Murd",16888,10
2011-01-01,2011,January,Mumbai,Kondiote Caves,2894,41
2011-01-01,2011,January,Mumbai,Lohgad Fort,10867,38
2011-01-01,2011,January,Nagpur,Gawilgarh Fort,2848,0
2011-01-01,2011,January,Nagpur,"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",88,3
2011-01-01,2011,January,Chandigarh,Suraj Kund,6721,5
2011-01-01,2011,January,Chandigarh,Sheikh Chilli's Tomb,2792,3
2011-01-01,2011,January,Delhi,Khan-I-Khana,107,2
2011-01-01,2011,January,Delhi,Sultanghari Tomb,39,0
2011-01-01,2011,January,Delhi,Tughluqabad,5056,60
2011-01-01,2011,January,Delhi,Red Fort,145286,6033
2011-01-01,2011,January,Delhi,Humayun Tomb,45582,14006
2011-01-01,2011,January,Delhi,Qutub Minar,144336,17992
2011-01-01,2011,January,Delhi,Hauzkhas,9819,177
2011-01-01,2011,January,Delhi,Jantar Mantar,11633,373
2011-01-01,2011,January,Delhi,Safdarjung Tomb,4472,979
2011-01-01,2011,January,Delhi,Kotla Feroz Shah,6501,58
2011-01-01,2011,January,Delhi,Purana Qila,39155,324
2011-01-01,2011,January,Guwahati,Ahom Raja's Palace,2770,10
2011-01-01,2011,January,Guwahati,"Kareghar of Ahom Kings, Sibasagar",7570,36
2011-01-01,2011,January,Guwahati,"Ranghar Pavillion, Jaisagar",4369,34
2011-01-01,2011,January,Guwahati,Bishnudol,1403,7
2011-01-01,2011,January,Guwahati,"Group of four MaidansCharaideo, Sibasagar",1687,10
2011-01-01,2011,January,Goa,Upper Fort Aguada,49797,481
2011-01-01,2011,January,Hyderabad,Charminar,65806,445
2011-01-01,2011,January,Hyderabad,Golconda,95535,1205
2011-01-01,2011,January,Hyderabad,Warangal,6666,19
2011-01-01,2011,January,Jaipur,Ancient Site Bhangarh,12836,127
2011-01-01,2011,January,Jaipur,Baori at Abhaneri,4029,5170
2011-01-01,2011,January,Jaipur,Deeg Bhawan,2011,75
2011-01-01,2011,January,Jodhpur,Chittaurgarh Fort,40367,1084
2011-01-01,2011,January,Jodhpur,Kumbhalgarh Fort,35235,797
2011-01-01,2011,January,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,17504,7
2011-01-01,2011,January,Leh,Ancient Palace Leh,3378,338
2011-01-01,2011,January,Patna,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",7628,14
2011-01-01,2011,January,Patna,"Ancient site of Vaishali, Kolhua",5707,825
2011-01-01,2011,January,Patna,Excavated Remains at Nalanda,31087,1911
2011-01-01,2011,January,Patna,Ancient Site of Vikramshila Antichak,4515,30
2011-01-01,2011,January,Patna,Sher Shah's Tomb,14528,10
2011-01-01,2011,January,Raipur,Temple of Laxman and Old sites including sculptures sirpur,4301,6
2011-01-01,2011,January,Shimla,"Ruined Fort, kangra",5314,102
2011-01-01,2011,January,Shimla,Rock-cut Temples and Sculptures,4796,111
2011-01-01,2011,January,Srinagar,"Palace Complex at Ramnagar, Distt. Udhampur",487,0
2011-01-01,2011,January,Srinagar,"Avantiswamin Temple, Avantipur, District Pulwama",724,2
2011-01-01,2011,January,Srinagar,"Group of Temples at kiramchi, District Udhampur",318,0
2011-01-01,2011,January,Amaravati,Amaravati mahastupa,465,16
2011-01-01,2011,January,Amaravati,Undavalli caves,6265,28
2011-01-01,2011,January,Amaravati,Nagarjuna Kunda,1359,2
2011-01-01,2011,January,Amaravati,Chandragiri Monument,7305,7
2011-01-01,2011,January,Amaravati,"Buddhist Remains on hill top at Guntupalli, W.G.District",1316,5
2011-02-01,2011,February,Agra,Taj Mahal,285971,41666
2011-02-01,2011,February,Agra,Agra Fort,115578,27455
2011-02-01,2011,February,Agra,Fatehpur Sikri,31327,12737
2011-02-01,2011,February,Agra,Akbar Tomb Sikandra,14962,1280
2011-02-01,2011,February,Agra,Mariam tomb Sikandra,1490,27
2011-02-01,2011,February,Agra,Itimad-ud-Daulah-Tomb,8579,5342
2011-02-01,2011,February,Agra,Ram Bagh,5087,21
2011-02-01,2011,February,Agra,Mehtab Bagh,11732,4094
2011-02-01,2011,February,Agra,Mausoleum,32309,853
2011-02-01,2011,February,Lucknow,Site of Sahet mahet,5345,976
2011-02-01,2011,February,Lucknow,Residency Building,7804,225
2011-02-01,2011,February,Lucknow,Piprahwa & Ganwaria,2664,215
2011-02-01,2011,February,Jhansi,"Gupta Temple & Varah Temple, Deogarh",78,1
2011-02-01,2011,February,Jhansi,Kalinjar Fort,5192,8
2011-02-01,2011,February,Jhansi,Rani Lakshmi Bai Mahal,876,2
2011-02-01,2011,February,Jhansi,Rani Jhansi Fort,21513,41
2011-02-01,2011,February,Sarnath,Lord Cornwallis Tomb,1260,5
2011-02-01,2011,February,Sarnath,"Old Fort (Shahi Fort), Jaunpur",14710,8
2011-02-01,2011,February,Sarnath,Observatory of Man Singh,4709,54
2011-02-01,2011,February,Sarnath,Excavated Remains at sarnath,30351,6290
2011-02-01,2011,February,Sarnath,Tomb of Lal Khan,479,0
2011-02-01,2011,February,Sarnath,Ancient Buddhist Site known as Chaukhandi stupa,3238,304
2011-02-01,2011,February,Thrissur,"Bekal Fort, Pallikkare, Distt. Kasargod",21935,47
2011-02-01,2011,February,Thrissur,mattancherry Palace Museum Kochi,20717,5471
2011-02-01,2011,February,Thrissur,"Fort, Palakkad, Palakkad",11642,16
2011-02-01,2011,February,Thrissur,"Fort St. Angelo, Kannur",13698,193
2011-02-01,2011,February,Chennai,Group of Monuments Mamallapuram,77699,3293
2011-02-01,2011,February,Chennai,"Gingee Fort , Gingee",7487,121
2011-02-01,2011,February,Chennai,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",2864,69
2011-02-01,2011,February,Tiruchirappalli,"Fort on Rock, Dindigual",1353,5
2011-02-01,2011,February,Tiruchirappalli,"Moovarkoil, Kodumbalur",1328,3
2011-02-01,2011,February,Tiruchirappalli,"Rock-cut Jain Temple, Sittannavasasl",1767,10
2011-02-01,2011,February,Tiruchirappalli,Tirumalai Nayak's Palace Srivilliputhur,2079,31
2011-02-01,2011,February,Tiruchirappalli,"Natural Caven with inscription eladipattam, Sittannavasal",1404,37
2011-02-01,2011,February,Tiruchirappalli,"Fort Museum, Thirumayam",21611,385
2011-02-01,2011,February,Tiruchirappalli,Fort Vattakottai,9871,21
2011-02-01,2011,February,Bhopal,Buddhist Caves,1217,2
2011-02-01,2011,February,Bhopal,"The palace situated in the fort, Burhanpur",2727,15
2011-02-01,2011,February,Bhopal,Hoshang Shah's Tomb,7894,122
2011-02-01,2011,February,Bhopal,"Group of monument, Royal Palace Mandu",29286,174
2011-02-01,2011,February,Bhopal,Roopmati's Pavilion,29059,139
2011-02-01,2011,February,Bhopal,"Buddhist Monuments, Sanchi",15518,246
2011-02-01,2011,February,Bhopal,Gwalior Fort,16226,491
2011-02-01,2011,February,Bhopal,"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",2239,0
2011-02-01,2011,February,Bhopal,"Badal Mahal Gatwway, Chanderi",985,6
2011-02-01,2011,February,Bhopal,Caves 1 t0 20 Udaygiri Vidisha,3547,49
2011-02-01,2011,February,Bhopal,Bir Singh Palace Datia,1457,45
2011-02-01,2011,February,Jabalpur,"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",1465,1
2011-02-01,2011,February,Jabalpur,"Western Group of Temples, Khajuraho",16715,2847
2011-02-01,2011,February,Jabalpur,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",3148,2
2011-02-01,2011,February,Dharwad,Durga temple complex Aihole,12467,256
2011-02-01,2011,February,Dharwad,"Jaina & Vaishnava Cave, Badami",22937,416
2011-02-01,2011,February,Dharwad,Group of Monuments (WH) Pattadakal,18384,302
2011-02-01,2011,February,Dharwad,"Gol Gumbaz, Vijayapura",46049,95
2011-02-01,2011,February,Dharwad,"Ibrahim Rauza, Bijapur",10290,85
2011-02-01,2011,February,Dharwad,"Temples & Sculpture Shed, lakkumdi",834,5
2011-02-01,2011,February,Hampi,"Group of Monuments, Hampi",39460,1814
2011-02-01,2011,February,Hampi,Bellary Fort,1609,3
2011-02-01,2011,February,Banglore,Dariya Daulath Bagh,42667,924
2011-02-01,2011,February,Banglore,Keshava Temple,11710,567
2011-02-01,2011,February,Banglore,Palace of Tipu Sultan,16861,703
2011-02-01,2011,February,Banglore,Fortress and Temple Chitrudurga Fort,22481,72
2011-02-01,2011,February,Raiganj,Cooch Bihar Palace,31590,3
2011-02-01,2011,February,Raiganj,Hazarduari Palace,47417,121
2011-02-01,2011,February,Kolkata,Bishnupur Temples,9298,30
2011-02-01,2011,February,Kolkata,Metcelf-Hall,42,1
2011-02-01,2011,February,Rajkot,"Asokan Rock Edict, Jungadh",397,10
2011-02-01,2011,February,Rajkot,"Buddhish Caves, Junagadh",1055,44
2011-02-01,2011,February,Rajkot,"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",327,7
2011-02-01,2011,February,Vadodara,"Champaner Monuments, Pavagadh",3637,119
2011-02-01,2011,February,Vadodara,"Sun temple, Modhera",14552,261
2011-02-01,2011,February,Vadodara,"Rani Ki-Vav, Patan",23080,261
2011-02-01,2011,February,Vadodara,"Rudabai Step Well, Adalaj",27172,553
2011-02-01,2011,February,Bhubaneswar,"Sun Temple, Konark",129389,342
2011-02-01,2011,February,Bhubaneswar,Ancient Remains on both Udaigiri & Khandagiri Hills,19689,157
2011-02-01,2011,February,Bhubaneswar,Rajarani Temple,974,29
2011-02-01,2011,February,Bhubaneswar,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,2112,34
2011-02-01,2011,February,Bhubaneswar,Ruins of Buddhist Temples and Images lalitgiri,2815,24
2011-02-01,2011,February,Aurangabad,Ajanta Caves,15441,898
2011-02-01,2011,February,Aurangabad,Ellora Caves,74350,1265
2011-02-01,2011,February,Aurangabad,Tomb of Rabia Durani (Bibi ka Maqbara),73759,632
2011-02-01,2011,February,Aurangabad,Daulatabad Fort,35599,395
2011-02-01,2011,February,Aurangabad,Pandulena Caves,15028,83
2011-02-01,2011,February,Aurangabad,Aurangabad Caves,13255,195
2011-02-01,2011,February,Mumbai,Elephanta Caves,46157,2546
2011-02-01,2011,February,Mumbai,Buddhist Caves Kanheri,25282,761
2011-02-01,2011,February,Mumbai,Shaniwarwada,75667,570
2011-02-01,2011,February,Mumbai,Aga  Khan Palace Building,15388,648
2011-02-01,2011,February,Mumbai,"Cave, Temple and Inscriptions, Junaar, Lenyadri",20255,5
2011-02-01,2011,February,Mumbai,"Caves, Temples and inscriptions Karla",13779,129
2011-02-01,2011,February,Mumbai,"Cave Temple & Inscriptions, Bhaja",5703,132
2011-02-01,2011,February,Mumbai,Raigad Fort,13580,5
2011-02-01,2011,February,Mumbai,"Kolaba Fort, Alibag",7400,7
2011-02-01,2011,February,Mumbai,"Old Fort, Sholapur",4116,2
2011-02-01,2011,February,Mumbai,"Janjira Fort, Murd",14779,8
2011-02-01,2011,February,Mumbai,Kondiote Caves,2563,36
2011-02-01,2011,February,Mumbai,Lohgad Fort,9900,35
2011-02-01,2011,February,Nagpur,Gawilgarh Fort,2421,0
2011-02-01,2011,February,Nagpur,"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",88,3
2011-02-01,2011,February,Chandigarh,Suraj Kund,6479,5
2011-02-01,2011,February,Chandigarh,Sheikh Chilli's Tomb,2388,2
2011-02-01,2011,February,Delhi,Khan-I-Khana,115,2
2011-02-01,2011,February,Delhi,Sultanghari Tomb,32,0
2011-02-01,2011,February,Delhi,Tughluqabad,5555,66
2011-02-01,2011,February,Delhi,Red Fort,131542,5462
2011-02-01,2011,February,Delhi,Humayun Tomb,41529,12761
2011-02-01,2011,February,Delhi,Qutub Minar,146750,18293
2011-02-01,2011,February,Delhi,Hauzkhas,10341,186
2011-02-01,2011,February,Delhi,Jantar Mantar,11861,380
2011-02-01,2011,February,Delhi,Safdarjung Tomb,5127,1123
2011-02-01,2011,February,Delhi,Kotla Feroz Shah,5688,51
2011-02-01,2011,February,Delhi,Purana Qila,42463,352
2011-02-01,2011,February,Guwahati,Ahom Raja's Palace,2563,10
2011-02-01,2011,February,Guwahati,"Kareghar of Ahom Kings, Sibasagar",6755,32
2011-02-01,2011,February,Guwahati,"Ranghar Pavillion, Jaisagar",4755,37
2011-02-01,2011,February,Guwahati,Bishnudol,1355,7
2011-02-01,2011,February,Guwahati,"Group of four MaidansCharaideo, Sibasagar",1461,8
2011-02-01,2011,February,Goa,Upper Fort Aguada,57715,558
2011-02-01,2011,February,Hyderabad,Charminar,80148,542
2011-02-01,2011,February,Hyderabad,Golconda,94319,1190
2011-02-01,2011,February,Hyderabad,Warangal,6170,18
2011-02-01,2011,February,Jaipur,Ancient Site Bhangarh,10952,108
2011-02-01,2011,February,Jaipur,Baori at Abhaneri,4630,5941
2011-02-01,2011,February,Jaipur,Deeg Bhawan,1923,71
2011-02-01,2011,February,Jodhpur,Chittaurgarh Fort,41408,1112
2011-02-01,2011,February,Jodhpur,Kumbhalgarh Fort,27790,628
2011-02-01,2011,February,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,13483,5
2011-02-01,2011,February,Leh,Ancient Palace Leh,3411,341
2011-02-01,2011,February,Patna,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",6579,12
2011-02-01,2011,February,Patna,"Ancient site of Vaishali, Kolhua",5337,771
2011-02-01,2011,February,Patna,Excavated Remains at Nalanda,31631,1945
2011-02-01,2011,February,Patna,Ancient Site of Vikramshila Antichak,3908,25
2011-02-01,2011,February,Patna,Sher Shah's Tomb,12498,9
2011-02-01,2011,February,Raipur,Temple of Laxman and Old sites including sculptures sirpur,4428,6
2011-02-01,2011,February,Shimla,"Ruined Fort, kangra",5795,111
2011-02-01,2011,February,Shimla,Rock-cut Temples and Sculptures,5125,119
2011-02-01,2011,February,Srinagar,"Palace Complex at Ramnagar, Distt. Udhampur",370,0
2011-02-01,2011,February,Srinagar,"Avantiswamin Temple, Avantipur, District Pulwama",638,2
2011-02-01,2011,February,Srinagar,"Group of Temples at kiramchi, District Udhampur",317,0
2011-02-01,2011,February,Amaravati,Amaravati mahastupa,450,15
2011-02-01,2011,February,Amaravati,Undavalli caves,7903,35
2011-02-01,2011,February,Amaravati,Nagarjuna Kunda,1135,2
2011-02-01,2011,February,Amaravati,Chandragiri Monument,6734,7
2011-02-01,2011,February,Amaravati,"Buddhist Remains on hill top at Guntupalli, W.G.District",1402,5
2011-03-01,2011,March,Agra,Taj Mahal,272396,39688
2011-03-01,2011,March,Agra,Agra Fort,117439,27897
2011-03-01,2011,March,Agra,Fatehpur Sikri,25081,10198
2011-03-01,2011,March,Agra,Akbar Tomb Sikandra,15501,1326
2011-03-01,2011,March,Agra,Mariam tomb Sikandra,1652,30
2011-03-01,2011,March,Agra,Itimad-ud-Daulah-Tomb,8712,5425
2011-03-01,2011,March,Agra,Ram Bagh,6126,25
2011-03-01,2011,March,Agra,Mehtab Bagh,9962,3476
2011-03-01,2011,March,Agra,Mausoleum,29831,788
2011-03-01,2011,March,Lucknow,Site of Sahet mahet,4461,815
2011-03-01,2011,March,Lucknow,Residency Building,8017,232
2011-03-01,2011,March,Lucknow,Piprahwa & Ganwaria,2827,228
2011-03-01,2011,March,Jhansi,"Gupta Temple & Varah Temple, Deogarh",80,1
2011-03-01,2011,March,Jhansi,Kalinjar Fort,5495,9
2011-03-01,2011,March,Jhansi,Rani Lakshmi Bai Mahal,935,2
2011-03-01,2011,March,Jhansi,Rani Jhansi Fort,23739,46
2011-03-01,2011,March,Sarnath,Lord Cornwallis Tomb,1167,5
2011-03-01,2011,March,Sarnath,"Old Fort (Shahi Fort), Jaunpur",14634,8
2011-03-01,2011,March,Sarnath,Observatory of Man Singh,5526,63
2011-03-01,2011,March,Sarnath,Excavated Remains at sarnath,29863,6189
2011-03-01,2011,March,Sarnath,Tomb of Lal Khan,388,0
2011-03-01,2011,March,Sarnath,Ancient Buddhist Site known as Chaukhandi stupa,3181,299
2011-03-01,2011,March,Thrissur,"Bekal Fort, Pallikkare, Distt. Kasargod",19800,43
2011-03-01,2011,March,Thrissur,mattancherry Palace Museum Kochi,17916,4731
2011-03-01,2011,March,Thrissur,"Fort, Palakkad, Palakkad",12434,17
2011-03-01,2011,March,Thrissur,"Fort St. Angelo, Kannur",15390,216
2011-03-01,2011,March,Chennai,Group of Monuments Mamallapuram,81793,3466
2011-03-01,2011,March,Chennai,"Gingee Fort , Gingee",6102,98
2011-03-01,2011,March,Chennai,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",3122,75
2011-03-01,2011,March,Tiruchirappalli,"Fort on Rock, Dindigual",1695,6
2011-03-01,2011,March,Tiruchirappalli,"Moovarkoil, Kodumbalur",1072,2
2011-03-01,2011,March,Tiruchirappalli,"Rock-cut Jain Temple, Sittannavasasl",2182,12
2011-03-01,2011,March,Tiruchirappalli,Tirumalai Nayak's Palace Srivilliputhur,1961,30
2011-03-01,2011,March,Tiruchirappalli,"Natural Caven with inscription eladipattam, Sittannavasal",1348,36
2011-03-01,2011,March,Tiruchirappalli,"Fort Museum, Thirumayam",18762,334
2011-03-01,2011,March,Tiruchirappalli,Fort Vattakottai,10231,21
2011-03-01,2011,March,Bhopal,Buddhist Caves,1155,2
2011-03-01,2011,March,Bhopal,"The palace situated in the fort, Burhanpur",3456,19
2011-03-01,2011,March,Bhopal,Hoshang Shah's Tomb,9264,143
2011-03-01,2011,March,Bhopal,"Group of monument, Royal Palace Mandu",27647,164
2011-03-01,2011,March,Bhopal,Roopmati's Pavilion,25007,120
2011-03-01,2011,March,Bhopal,"Buddhist Monuments, Sanchi",15728,250
2011-03-01,2011,March,Bhopal,Gwalior Fort,17227,521
2011-03-01,2011,March,Bhopal,"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",2128,0
2011-03-01,2011,March,Bhopal,"Badal Mahal Gatwway, Chanderi",767,4
